,phases,bus1,kV,kW,pf,model,yearly,daily,duty,growth,conn,kvar,Rneut,Xneut,status,class,Vminpu,Vmaxpu,Vminnorm,Vminemerg,xfkVA,allocationfactor,kVA,%mean,%stddev,CVRwatts,CVRvars,kwh,kwhdays,Cfactor,CVRcurve,NumCust,ZIPV,%SeriesRL,RelWeight,Vlowpu,puXharm,XRharm,spectrum,basefreq,enabled,like
Load.load_p1rlv1364_2,1,p1rlv1364.2,0.12,5.02063041866234,0.9599,1,res_kw_664_pu,,,,wye,1.46602602711323,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.23029273683328,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1365_1,1,p1rlv1365.1,0.12,3.22430362130347,0.9753,1,res_kw_35_pu,,,,wye,0.730294348426599,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.3059739378426,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1365_2,1,p1rlv1365.2,0.12,3.22430362130347,0.9753,1,res_kw_35_pu,,,,wye,0.730294348426599,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.3059739378426,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1367_1,1,p1rlv1367.1,0.12,4.81761846864421,0.9734,1,res_kw_843_pu,,,,wye,1.13504262237156,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.94952214501783,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1367_2,1,p1rlv1367.2,0.12,4.81761846864421,0.9734,1,res_kw_843_pu,,,,wye,1.13504262237156,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.94952214501783,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1368_1,1,p1rlv1368.1,0.12,7.19533761618757,0.9828,1,res_kw_462_pu,,,,wye,1.35368657929549,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.32156750743231,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1368_2,1,p1rlv1368.2,0.12,7.19533761618757,0.9828,1,res_kw_462_pu,,,,wye,1.35368657929549,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.32156750743231,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1372_1,1,p1rlv1372.1,0.12,9.3585214993014,0.995,1,com_kw_12824_pu,,,,wye,0.943600820339751,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,9.40597188816936,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1372_2,1,p1rlv1372.2,0.12,9.3585214993014,0.995,1,com_kw_12824_pu,,,,wye,0.943600820339751,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,9.40597188816936,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1373,3,p1rlv1373.1.2.3,0.48,35.5757513520847,0.9715,1,com_kw_13354_pu,,,,wye,8.67905810648184,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,36.6191225165356,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1861,3,p1rlv1861.1.2.3,0.48,41.2772643490434,0.9673,1,com_kw_13682_pu,,,,wye,10.8269599570776,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,42.6735938731784,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1862_1,1,p1rlv1862.1,0.12,1.88012006745756,0.9612,1,com_kw_13578_pu,,,,wye,0.53962653273889,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.95602869684788,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1862_2,1,p1rlv1862.2,0.12,1.88012006745756,0.9612,1,com_kw_13578_pu,,,,wye,0.53962653273889,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.95602869684788,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1863_1,1,p1rlv1863.1,0.12,3.46975502086,0.9684,1,res_kw_4_pu,,,,wye,0.894152038493125,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.58311425616384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1863_2,1,p1rlv1863.2,0.12,3.46975502086,0.9684,1,res_kw_4_pu,,,,wye,0.894152038493125,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.58311425616384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1864_1,1,p1rlv1864.1,0.12,6.21576055082513,0.9997,1,com_kw_13807_pu,,,,wye,0.155987121398008,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.21771752391791,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1864_2,1,p1rlv1864.2,0.12,6.21576055082513,0.9997,1,com_kw_13807_pu,,,,wye,0.155987121398008,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.21771752391791,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1865_1,1,p1rlv1865.1,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1865_2,1,p1rlv1865.2,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1866,3,p1rlv1866.1.2.3,0.48,25.304175016816,0.962,1,com_kw_14809_pu,,,,wye,7.17976777671268,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,26.3030480859002,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1867,3,p1rlv1867.1.2.3,0.48,17.0776336432843,0.9601,1,com_kw_14828_pu,,,,wye,4.97410256197373,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,17.7872782389907,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1868_1,1,p1rlv1868.1,0.12,5.50361796226127,0.9989,1,com_kw_14123_pu,,,,wye,0.25931014748492,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.50972344379584,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1868_2,1,p1rlv1868.2,0.12,5.50361796226127,0.9989,1,com_kw_14123_pu,,,,wye,0.25931014748492,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.50972344379584,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1869_1,1,p1rlv1869.1,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1869_2,1,p1rlv1869.2,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1870_1,1,p1rlv1870.1,0.12,4.24571967374358,0.9966,1,res_kw_917_pu,,,,wye,0.348911927891731,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.26003228643145,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1870_2,1,p1rlv1870.2,0.12,4.24571967374358,0.9966,1,res_kw_917_pu,,,,wye,0.348911927891731,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.26003228643145,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1871_1,1,p1rlv1871.1,0.12,2.62326798108949,0.9077,1,res_kw_452_pu,,,,wye,1.21251930439885,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.88993736336087,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1871_2,1,p1rlv1871.2,0.12,2.62326798108949,0.9077,1,res_kw_452_pu,,,,wye,1.21251930439885,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.88993736336087,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1872_1,1,p1rlv1872.1,0.12,4.72949023662455,0.9834,1,res_kw_624_pu,,,,wye,0.872284214572645,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.80925749459515,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1872_2,1,p1rlv1872.2,0.12,4.72949023662455,0.9834,1,res_kw_624_pu,,,,wye,0.872284214572645,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.80925749459515,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1873_1,1,p1rlv1873.1,0.12,2.62415218411825,0.9521,1,res_kw_33_pu,,,,wye,0.842930477995002,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.75621234235417,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1873_2,1,p1rlv1873.2,0.12,2.62415218411825,0.9521,1,res_kw_33_pu,,,,wye,0.842930477995002,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.75621234235417,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1874_1,1,p1rlv1874.1,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1874_2,1,p1rlv1874.2,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1875_1,1,p1rlv1875.1,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1875_2,1,p1rlv1875.2,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1876_1,1,p1rlv1876.1,0.12,9.59124921190497,0.9782,1,res_kw_319_pu,,,,wye,2.0347748075499,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,9.80471162055812,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1876_2,1,p1rlv1876.2,0.12,9.59124921190497,0.9782,1,res_kw_319_pu,,,,wye,2.0347748075499,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,9.80471162055812,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1877_1,1,p1rlv1877.1,0.12,2.1376631749205,0.9602,1,res_kw_93_pu,,,,wye,0.621803346602117,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.22626217037814,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1877_2,1,p1rlv1877.2,0.12,2.1376631749205,0.9602,1,res_kw_93_pu,,,,wye,0.621803346602117,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.22626217037814,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1878_1,1,p1rlv1878.1,0.12,5.46665177132798,0.9739,1,res_kw_933_pu,,,,wye,1.2745975671487,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.61327716642825,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1878_2,1,p1rlv1878.2,0.12,5.46665177132798,0.9739,1,res_kw_933_pu,,,,wye,1.2745975671487,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.61327716642825,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1879_1,1,p1rlv1879.1,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1879_2,1,p1rlv1879.2,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1880_1,1,p1rlv1880.1,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1880_2,1,p1rlv1880.2,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1881_1,1,p1rlv1881.1,0.12,3.07960876141694,0.9622,1,res_kw_732_pu,,,,wye,0.871795355808623,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.20062763623097,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1881_2,1,p1rlv1881.2,0.12,3.07960876141694,0.9622,1,res_kw_732_pu,,,,wye,0.871795355808623,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.20062763623097,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1882_1,1,p1rlv1882.1,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1882_2,1,p1rlv1882.2,0.12,7.08853008360088,0.9383,1,res_kw_267_pu,,,,wye,2.61344763196007,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.55495647049752,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1883_1,1,p1rlv1883.1,0.12,3.80297447188794,0.9575,1,res_kw_263_pu,,,,wye,1.14626703068423,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.97196965490234,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1883_2,1,p1rlv1883.2,0.12,3.80297447188794,0.9575,1,res_kw_263_pu,,,,wye,1.14626703068423,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.97196965490234,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1888_1,1,p1rlv1888.1,0.12,4.72526322148536,0.9776,1,res_kw_752_pu,,,,wye,1.01737570115631,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.83354588574739,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1888_2,1,p1rlv1888.2,0.12,4.72526322148536,0.9776,1,res_kw_752_pu,,,,wye,1.01737570115631,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.83354588574739,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1889_1,1,p1rlv1889.1,0.12,4.8861141847383,0.9692,1,res_kw_549_pu,,,,wye,1.24176878595498,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.04143843997652,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1889_2,1,p1rlv1889.2,0.12,4.8861141847383,0.9692,1,res_kw_549_pu,,,,wye,1.24176878595498,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.04143843997652,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1890_1,1,p1rlv1890.1,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1890_2,1,p1rlv1890.2,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1891_1,1,p1rlv1891.1,0.12,2.62415218411825,0.9521,1,res_kw_33_pu,,,,wye,0.842930477995002,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.75621234235417,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1891_2,1,p1rlv1891.2,0.12,2.62415218411825,0.9521,1,res_kw_33_pu,,,,wye,0.842930477995002,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.75621234235417,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1892_1,1,p1rlv1892.1,0.12,4.87995129704416,0.9512,1,res_kw_985_pu,,,,wye,1.58363306656655,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.1304793490517,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1892_2,1,p1rlv1892.2,0.12,4.87995129704416,0.9512,1,res_kw_985_pu,,,,wye,1.58363306656655,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.1304793490517,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1893_1,1,p1rlv1893.1,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1893_2,1,p1rlv1893.2,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1894_1,1,p1rlv1894.1,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1894_2,1,p1rlv1894.2,0.12,2.40000228705824,0.9207,1,res_kw_1205_pu,,,,wye,1.01737872625297,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60673559275138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1895_1,1,p1rlv1895.1,0.12,3.37016102592351,0.9535,1,res_kw_1037_pu,,,,wye,1.06545499064179,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.53456923510309,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1895_2,1,p1rlv1895.2,0.12,3.37016102592351,0.9535,1,res_kw_1037_pu,,,,wye,1.06545499064179,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.53456923510309,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1896_1,1,p1rlv1896.1,0.12,3.44685819142238,0.9493,1,res_kw_250_pu,,,,wye,1.14111973908183,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.63083814713597,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1896_2,1,p1rlv1896.2,0.12,3.44685819142238,0.9493,1,res_kw_250_pu,,,,wye,1.14111973908183,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.63083814713597,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1897_1,1,p1rlv1897.1,0.12,4.47196545449904,0.9711,1,res_kw_1157_pu,,,,wye,1.09924699871443,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.605086208793,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1897_2,1,p1rlv1897.2,0.12,4.47196545449904,0.9711,1,res_kw_1157_pu,,,,wye,1.09924699871443,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.605086208793,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1898_1,1,p1rlv1898.1,0.12,2.98982493641607,0.9951,1,res_kw_1070_pu,,,,wye,0.298316450227976,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.00467067328384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1898_2,1,p1rlv1898.2,0.12,2.98982493641607,0.9951,1,res_kw_1070_pu,,,,wye,0.298316450227976,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.00467067328384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1899_1,1,p1rlv1899.1,0.12,5.23467862101221,0.9831,1,res_kw_929_pu,,,,wye,0.975404526636466,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.32477926827631,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1899_2,1,p1rlv1899.2,0.12,5.23467862101221,0.9831,1,res_kw_929_pu,,,,wye,0.975404526636466,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.32477926827631,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv1900_1,1,p1rlv1900.1,0.12,1.91258307695539,0.98,1,res_kw_134_pu,,,,wye,0.388200987495609,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.95158244328768,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
