,phases,bus1,kV,kW,pf,model,yearly,daily,duty,growth,conn,kvar,Rneut,Xneut,status,class,Vminpu,Vmaxpu,Vminnorm,Vminemerg,xfkVA,allocationfactor,kVA,%mean,%stddev,CVRwatts,CVRvars,kwh,kwhdays,Cfactor,CVRcurve,NumCust,ZIPV,%SeriesRL,RelWeight,Vlowpu,puXharm,XRharm,spectrum,basefreq,enabled,like
Load.load_p2ulv2456_2,1,p2ulv2456.2,0.12,12.0511370354286,0.9765,1,res_kw_1525_pu,,,,wye,2.66254906474734,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,12.3417612749909,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2475_1,1,p2ulv2475.1,0.12,27.763601203238,0.987,1,res_kw_11946_pu,,,,wye,4.51488421691432,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,28.1283083612325,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2475_2,1,p2ulv2475.2,0.12,27.763601203238,0.987,1,res_kw_11946_pu,,,,wye,4.51488421691432,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,28.1283083612325,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2497_1,1,p2ulv2497.1,0.12,3.62219580174973,0.9554,1,res_kw_10786_pu,,,,wye,1.11913827758258,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.79114401079197,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2497_2,1,p2ulv2497.2,0.12,3.62219580174973,0.9554,1,res_kw_10786_pu,,,,wye,1.11913827758258,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.79114401079197,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2514_1,1,p2ulv2514.1,0.12,4.18994151541932,0.9703,1,res_kw_14528_pu,,,,wye,1.04399066739408,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.31804659727524,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2514_2,1,p2ulv2514.2,0.12,4.18994151541932,0.9703,1,res_kw_14528_pu,,,,wye,1.04399066739408,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.31804659727524,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2561,3,p2ulv2561.1.2.3,0.48,42.0573025518755,0.986,1,res_kw_14580_pu,,,,wye,7.1105854100822,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,42.654157157469,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3459_1,1,p2ulv3459.1,0.12,11.4959204962442,0.9307,1,res_kw_2567_pu,,,,wye,4.51849096755179,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,12.3520422878087,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3459_2,1,p2ulv3459.2,0.12,11.4959204962442,0.9307,1,res_kw_2567_pu,,,,wye,4.51849096755179,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,12.3520422878087,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3466_1,1,p2ulv3466.1,0.12,3.74371456368027,0.9672,1,res_kw_2893_pu,,,,wye,0.98336725928259,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.87071180804522,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3466_2,1,p2ulv3466.2,0.12,3.74371456368027,0.9672,1,res_kw_2893_pu,,,,wye,0.98336725928259,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.87071180804522,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3538_1,1,p2ulv3538.1,0.12,8.6783993313491,0.847,1,res_kw_11804_pu,,,,wye,5.44665247525538,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.2460059604007,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3538_2,1,p2ulv3538.2,0.12,8.6783993313491,0.847,1,res_kw_11804_pu,,,,wye,5.44665247525538,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.2460059604007,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3549_1,1,p2ulv3549.1,0.12,7.3084025251475,0.9574,1,res_kw_14465_pu,,,,wye,2.20296959233213,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.63320525692335,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3549_2,1,p2ulv3549.2,0.12,7.3084025251475,0.9574,1,res_kw_14465_pu,,,,wye,2.20296959233213,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.63320525692335,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3572_1,1,p2ulv3572.1,0.12,2.30595713034621,0.9806,1,res_kw_7887_pu,,,,wye,0.461240774063969,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.35163375946461,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3572_2,1,p2ulv3572.2,0.12,2.30595713034621,0.9806,1,res_kw_7887_pu,,,,wye,0.461240774063969,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.35163375946461,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3606_1,1,p2ulv3606.1,0.12,1.58374846840124,0.9109,1,res_kw_11296_pu,,,,wye,0.717478495494464,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.73868760927898,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3606_2,1,p2ulv3606.2,0.12,1.58374846840124,0.9109,1,res_kw_11296_pu,,,,wye,0.717478495494464,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.73868760927898,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3635,3,p2ulv3635.1.2.3,0.48,78.7951703215393,0.953,1,res_kw_4202_pu,,,,wye,25.0361195370204,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,82.6769989021878,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3729_1,1,p2ulv3729.1,0.12,4.23511464182882,0.9397,1,res_kw_10296_pu,,,,wye,1.54160887195381,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.50696726674596,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3729_2,1,p2ulv3729.2,0.12,4.23511464182882,0.9397,1,res_kw_10296_pu,,,,wye,1.54160887195381,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.50696726674596,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3749,3,p2ulv3749.1.2.3,0.48,33.2335644174297,0.9843,1,res_kw_3465_pu,,,,wye,5.96489948563954,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,33.7646239392835,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3765_1,1,p2ulv3765.1,0.12,7.070989603959,0.9758,1,res_kw_13375_pu,,,,wye,1.58341706213788,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.24610954733404,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3765_2,1,p2ulv3765.2,0.12,7.070989603959,0.9758,1,res_kw_13375_pu,,,,wye,1.58341706213788,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.24610954733404,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3771_1,1,p2ulv3771.1,0.12,3.68493157362475,0.9974,1,com_kw_29342_pu,,,,wye,0.26435587266661,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.69440180945574,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3771_2,1,p2ulv3771.2,0.12,3.68493157362475,0.9974,1,com_kw_29342_pu,,,,wye,0.26435587266661,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.69440180945574,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4825_1,1,p2ulv4825.1,0.12,7.21717080734821,0.9689,1,res_kw_1601_pu,,,,wye,1.84350378251633,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.44889660678622,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4825_2,1,p2ulv4825.2,0.12,7.21717080734821,0.9689,1,res_kw_1601_pu,,,,wye,1.84350378251633,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.44889660678622,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5692,3,p2ulv5692.1.2.3,0.48,18.3484884327548,0.8639,1,res_kw_5267_pu,,,,wye,10.6997046459616,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,21.240308549495,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5802_1,1,p2ulv5802.1,0.12,6.7156286335895,0.9456,1,res_kw_1826_pu,,,,wye,2.30941296343358,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.10162348903138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5802_2,1,p2ulv5802.2,0.12,6.7156286335895,0.9456,1,res_kw_1826_pu,,,,wye,2.30941296343358,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.10162348903138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5961_1,1,p2ulv5961.1,0.12,5.27223928425145,0.9077,1,res_kw_5863_pu,,,,wye,2.43789605986575,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.80860088740078,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5961_2,1,p2ulv5961.2,0.12,5.27223928425145,0.9077,1,res_kw_5863_pu,,,,wye,2.43789605986575,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.80860088740078,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv6844_1,1,p2ulv6844.1,0.12,4.39534851752012,0.9691,1,res_kw_4459_pu,,,,wye,1.11910828221421,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.53558066158973,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv6844_2,1,p2ulv6844.2,0.12,4.39534851752012,0.9691,1,res_kw_4459_pu,,,,wye,1.11910828221421,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.53558066158973,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv6953_1,1,p2ulv6953.1,0.12,10.3650851469941,0.9751,1,res_kw_4592_pu,,,,wye,2.35846678859462,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.6300214344724,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv6953_2,1,p2ulv6953.2,0.12,10.3650851469941,0.9751,1,res_kw_4592_pu,,,,wye,2.35846678859462,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.6300214344724,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv7957,3,p2ulv7957.1.2.3,0.48,132.941715897141,0.9922,1,com_kw_16510_pu,,,,wye,16.6841645814393,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,133.984555727355,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv7966,3,p2ulv7966.1.2.3,0.48,41.0856277854631,0.964,1,res_kw_6496_pu,,,,wye,11.3305982108412,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,42.6193766535966,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8036_1,1,p2ulv8036.1,0.12,1.91480987727744,0.9663,1,res_kw_6387_pu,,,,wye,0.510184718899921,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.98161179687603,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8036_2,1,p2ulv8036.2,0.12,1.91480987727744,0.9663,1,res_kw_6387_pu,,,,wye,0.510184718899921,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.98161179687603,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8092_1,1,p2ulv8092.1,0.12,4.15075133489608,0.9692,1,res_kw_10867_pu,,,,wye,1.05493434150397,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.28271212072748,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8092_2,1,p2ulv8092.2,0.12,4.15075133489608,0.9692,1,res_kw_10867_pu,,,,wye,1.05493434150397,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.28271212072748,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8136,3,p2ulv8136.1.2.3,0.48,72.4131868762355,0.9168,1,res_kw_11379_pu,,,,wye,31.5434426962478,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,78.9851784242087,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8143_1,1,p2ulv8143.1,0.12,19.9007289036983,0.9867,1,res_kw_13657_pu,,,,wye,3.28318103967536,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,20.1697369501384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8143_2,1,p2ulv8143.2,0.12,19.9007289036983,0.9867,1,res_kw_13657_pu,,,,wye,3.28318103967536,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,20.1697369501384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8194_1,1,p2ulv8194.1,0.12,10.7376093112708,0.9844,1,res_kw_3240_pu,,,,wye,1.91762964569611,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.9075000426102,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8194_2,1,p2ulv8194.2,0.12,10.7376093112708,0.9844,1,res_kw_3240_pu,,,,wye,1.91762964569611,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.9075000426102,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8207_1,1,p2ulv8207.1,0.12,17.0775479242846,0.9615,1,res_kw_60_pu,,,,wye,4.88398880614323,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,17.7622067819506,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv8207_2,1,p2ulv8207.2,0.12,17.0775479242846,0.9615,1,res_kw_60_pu,,,,wye,4.88398880614323,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,17.7622067819506,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9364_1,1,p2ulv9364.1,0.12,25.5262167421732,0.9867,1,res_kw_3674_pu,,,,wye,4.20689121056145,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,25.8705561367726,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9364_2,1,p2ulv9364.2,0.12,25.5262167421732,0.9867,1,res_kw_3674_pu,,,,wye,4.20689121056145,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,25.8705561367726,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9365_1,1,p2ulv9365.1,0.12,5.38577282147859,0.9585,1,com_kw_20964_pu,,,,wye,1.60091727107,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.618672885423,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9365_2,1,p2ulv9365.2,0.12,5.38577282147859,0.9585,1,com_kw_20964_pu,,,,wye,1.60091727107,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.618672885423,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9366_1,1,p2ulv9365.1,0.12,2.44426403383841,0.9646,1,res_kw_11003_pu,,,,wye,0.668230728381928,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.53396112311729,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9366_2,1,p2ulv9365.2,0.12,2.44426403383841,0.9646,1,res_kw_11003_pu,,,,wye,0.668230728381928,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.53396112311729,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9367_1,1,p2ulv9367.1,0.12,3.02557791237651,0.9778,1,com_kw_35494_pu,,,,wye,0.647990769121745,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.09419032070227,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9367_2,1,p2ulv9367.2,0.12,3.02557791237651,0.9778,1,com_kw_35494_pu,,,,wye,0.647990769121745,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.09419032070227,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9368_1,1,p2ulv9368.1,0.12,2.84818122782129,0.967,1,com_kw_41563_pu,,,,wye,0.750061320002832,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.94528916921208,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9368_2,1,p2ulv9368.2,0.12,2.84818122782129,0.967,1,com_kw_41563_pu,,,,wye,0.750061320002832,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.94528916921208,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9374_1,1,p2ulv9374.1,0.12,1.94164694652106,0.942,1,res_kw_1061_pu,,,,wye,0.691905629361572,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.06124386351465,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9374_2,1,p2ulv9374.2,0.12,1.94164694652106,0.942,1,res_kw_1061_pu,,,,wye,0.691905629361572,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.06124386351465,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9379,3,p2ulv9379.1.2.3,0.48,44.559531386155,0.9752,1,res_kw_3304_pu,,,,wye,10.1178844067795,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,45.6938006979359,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9380_1,1,p2ulv9380.1,0.12,11.5762485232753,0.9867,1,res_kw_2180_pu,,,,wye,1.90649669080892,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.7321890329426,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9380_2,1,p2ulv9380.2,0.12,11.5762485232753,0.9867,1,res_kw_2180_pu,,,,wye,1.90649669080892,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.7321890329426,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9381,3,p2ulv9381.1.2.3,0.48,60.244056442789,0.9991,1,com_kw_2732_pu,,,,wye,2.50892403801915,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,60.2962771364079,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9382_1,1,p2ulv9382.1,0.12,10.7585373848674,0.9519,1,res_kw_15102_pu,,,,wye,3.46229087445435,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3019283647048,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9382_2,1,p2ulv9382.2,0.12,10.7585373848674,0.9519,1,res_kw_15102_pu,,,,wye,3.46229087445435,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3019283647048,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9383,3,p2ulv9383.1.2.3,0.48,29.9030467575638,0.9583,1,com_kw_35609_pu,,,,wye,8.91715484633437,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,31.2042922678684,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9384_1,1,p2ulv9382.1,0.12,11.3932212814135,0.9165,1,res_kw_13663_pu,,,,wye,4.9719164701577,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,12.4308263825652,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9384_2,1,p2ulv9382.2,0.12,11.3932212814135,0.9165,1,res_kw_13663_pu,,,,wye,4.9719164701577,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,12.4308263825652,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9772_1,1,p2ulv9772.1,0.12,13.5229826862239,0.9916,1,res_kw_12977_pu,,,,wye,1.76903273488968,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,13.638201404475,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9772_2,1,p2ulv9772.2,0.12,13.5229826862239,0.9916,1,res_kw_12977_pu,,,,wye,1.76903273488968,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,13.638201404475,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9837_1,1,p2ulv9837.1,0.12,10.7522766332955,0.9987,1,res_kw_13542_pu,,,,wye,0.541849314780294,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.7659209303635,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9837_2,1,p2ulv9837.2,0.12,10.7522766332955,0.9987,1,res_kw_13542_pu,,,,wye,0.541849314780294,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.7659209303635,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv9847_1,1,p2ulv9847.1,0.12,9.07480557627747,0.98,1,res_kw_13363_pu,,,,wye,1.84211101179496,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,9.25988494674814,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
