,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:p2udt1614-p2udt1614lv),1,3,3,p2udt1614lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt1614.1', 'p2udt1614lv.1.0', 'p2udt1614lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9230315, (-21.791), 26.96157, (157.58), 26.956, (157.61), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt1677-p2udt1677lv),1,3,3,p2udt1677lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt1677.2', 'p2udt1677lv.1.0', 'p2udt1677lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9816989, (-150.21), 28.77342, (28.991), 28.76505, (29.02), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt1687-p2udt1687lv),1,3,3,p2udt1687lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt1687.2', 'p2udt1687lv.1.0', 'p2udt1687lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.993321, (-140.46), 58.66629, (39.105), 58.65045, (39.147), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt1706-p2udt1706lv),1,3,3,p2udt1706lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt1706.3', 'p2udt1706lv.1.0', 'p2udt1706lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.764888, (101.94), 22.19692, (-78.696), 22.19363, (-78.671), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt1731-p2udt1731lv),1,3,3,p2udt1731lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt1731.3', 'p2udt1731lv.1.0', 'p2udt1731lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.315352, (104.11), 68.2991, (-76.183), 68.28221, (-76.133), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt1751-p2udt1751lv),3,2,2,p2udt1751lv,wye ,0.48,100,1,0.805475,-1,0,"['p2udt1751', 'p2udt1751lv']","['delta', 'wye']","['12.47', '0.48']","['100', '100']","['1', '1']",3.29,35,30,['3.29'],2,.8,.8,65,15,1.61095,0.62,110,150,n,1.1,0.9,32,,0,1,"['0.805475', '0.805475']",,,NO,3.29,35,30,Lag,"0.393899, (-59.228), 17.06154, (119.54), 0.3939184, (-179.22), 17.06245, (-0.45932), 0.3938881, (60.777), 17.06103, (-120.46), ",shell,0.005258141,1,['1100'],5.0929,6.9449,0.007,100,36,60,True,
Transformer.tr(r:p2udt1818-p2udt1818lv),1,3,3,p2udt1818lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['p2udt1818.1', 'p2udt1818lv.1.0', 'p2udt1818lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4594393, (-27.573), 13.33986, (151.42), 13.33644, (151.45), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:p2udt1835-p2udt1835lv),3,2,2,p2udt1835lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt1835', 'p2udt1835lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.139831, (-59.195), 5.813815, (118.17), 0.1398265, (-179.2), 5.8136, (-1.8427), 0.139845, (60.798), 5.814501, (-121.84), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt1846-p2udt1846lv),1,3,3,p2udt1846lv.0.2,wye ,0.12,75,1,0.532544,-1,0,"['p2udt1846.2', 'p2udt1846lv.1.0', 'p2udt1846lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,82.5,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.352715, (-144.19), 39.505, (35.101), 39.49627, (35.129), ",shell,0.0008691118,1,['1100'],11.458,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt1850-p2udt1850lv),1,3,3,p2udt1850lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt1850.3', 'p2udt1850lv.1.0', 'p2udt1850lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.329749, (97.722), 68.77815, (-82.681), 68.75468, (-82.633), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt2321-p2udt2321lv),1,3,3,p2udt2321lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt2321.2', 'p2udt2321lv.1.0', 'p2udt2321lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.408964, (-147.91), 71.21054, (31.615), 71.1795, (31.663), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt2649-p2udt2649lv),3,2,2,p2udt2649lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt2649', 'p2udt2649lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.1649302, (-61.192), 6.952581, (116.46), 0.1649259, (178.8), 6.952378, (-3.5438), 0.1649473, (58.802), 6.953409, (-123.54), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt2721-p2udt2721lv),1,3,3,p2udt2721lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt2721.2', 'p2udt2721lv.1.0', 'p2udt2721lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.64048, (-150.27), 48.17158, (28.989), 48.15635, (29.021), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt2826-p2udt2826lv),1,3,3,p2udt2826lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt2826.2', 'p2udt2826lv.1.0', 'p2udt2826lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.071975, (-149.08), 61.10941, (30.355), 61.08581, (30.396), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt3133-p2udt3133lv),1,3,3,p2udt3133lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt3133.1', 'p2udt3133lv.1.0', 'p2udt3133lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.13161, (-14.602), 33.18598, (165.04), 33.18013, (165.08), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt3596-p2udt3596lv),3,2,2,p2udt3596lv,wye ,0.48,300,1,0.91198,-1,0,"['p2udt3596', 'p2udt3596lv']","['delta', 'wye']","['12.47', '0.48']","['300', '300']","['1', '1']",3.76,35,30,['3.76'],2,.8,.8,65,15,1.82396,0.325,330,450,n,1.1,0.9,32,,0,1,"['0.91198', '0.91198']",,,NO,3.76,35,30,Lag,"2.136402, (-44.689), 94.97303, (135.14), 2.136523, (-164.69), 94.97855, (15.14), 2.136334, (75.316), 94.96993, (-104.86), ",shell,0.001984468,1,['1100'],15.279,20.835,0.007,100,36,60,True,
Transformer.tr(r:p2udt3599-p2udt3599lv),3,2,2,p2udt3599lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt3599', 'p2udt3599lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.2728361, (-61.129), 11.80533, (117.5), 0.2728497, (178.88), 11.80597, (-2.5001), 0.2728255, (58.876), 11.80484, (-122.5), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt3634-p2udt3634lv),1,3,3,p2udt3634lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt3634.1', 'p2udt3634lv.1.0', 'p2udt3634lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.512252, (-20.722), 74.24124, (158.92), 74.21558, (158.98), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt3666-p2udt3666lv),1,3,3,p2udt3666lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt3666.1', 'p2udt3666lv.1.0', 'p2udt3666lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.516418, (-14.664), 74.32304, (165.08), 74.30445, (165.13), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt3690-p2udt3690lv),3,2,2,p2udt3690lv,wye ,0.48,150,1,1.0784,-1,0,"['p2udt3690', 'p2udt3690lv']","['delta', 'wye']","['12.47', '0.48']","['150', '150']","['1', '1']",3.39,35,30,['3.39'],2,.8,.8,65,15,2.1568,0.516667,165,225,n,1.1,0.9,32,,0,1,"['1.0784', '1.0784']",,,NO,3.39,35,30,Lag,"0.9805167, (-59.134), 43.29203, (120.26), 0.9804794, (-179.14), 43.29032, (0.25613), 0.9806303, (60.86), 43.29724, (-119.74), ",shell,0.004693197,1,['1100'],7.6394,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt3693-p2udt3693lv),1,3,3,p2udt3693lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt3693.3', 'p2udt3693lv.1.0', 'p2udt3693lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.271234, (88.961), 37.46766, (-91.677), 37.45329, (-91.64), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt3725-p2udt3725lv),1,3,3,p2udt3725lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt3725.3', 'p2udt3725lv.1.0', 'p2udt3725lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.665954, (98.41), 49.25203, (-81.951), 49.2342, (-81.899), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:p2udt3732-p2udt3732lv),1,3,3,p2udt3732lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt3732.3', 'p2udt3732lv.1.0', 'p2udt3732lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.407727, (93.035), 41.15417, (-87.74), 41.14413, (-87.712), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt4054-p2udt4054lv),1,3,3,p2udt4054lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt4054.3', 'p2udt4054lv.1.0', 'p2udt4054lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"2.050378, (102.67), 60.35379, (-77.692), 60.33938, (-77.648), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt4056-p2udt4056lv),3,2,2,p2udt4056lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt4056', 'p2udt4056lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.3042457, (-59.953), 13.21178, (118.86), 0.3042503, (-179.95), 13.21199, (-1.1451), 0.3042533, (60.047), 13.21213, (-121.14), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt4057-p2udt4057lv),1,3,3,p2udt4057lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['p2udt4057.3', 'p2udt4057lv.1.0', 'p2udt4057lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"1.386962, (90.306), 40.5574, (-90.556), 40.54668, (-90.529), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:p2udt4058-p2udt4058lv),3,2,2,p2udt4058lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt4058', 'p2udt4058lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"1.003086, (-33.516), 44.5849, (146.45), 1.003095, (-153.52), 44.58531, (26.451), 1.003104, (86.484), 44.58572, (-93.548), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt4059-p2udt4059lv),3,2,2,p2udt4059lv,wye ,0.48,75,1,0.87204,-1,0,"['p2udt4059', 'p2udt4059lv']","['delta', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.6955923, (-46.678), 30.7699, (133.04), 0.6956022, (-166.68), 30.77035, (13.036), 0.6956076, (73.322), 30.7706, (-106.96), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:p2udt4187-p2udt4187lv),1,3,3,p2udt4187lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['p2udt4187.2', 'p2udt4187lv.1.0', 'p2udt4187lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.397948, (-138.5), 41.19576, (41.134), 41.18476, (41.179), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
