[GENERAL]
DATE=June 15, 2021 at 11:38:55
CYME_VERSION=8.02

[SI]

[NODE]
FORMAT_NODE=NodeID,CoordX,CoordY
p4udt19lv,551097.3457739997,4184639.685675
p4udt20,551061.2346825006,4184636.4315154995
p4udt20lv,551056.8046400012,4184637.9982950017
p4udt21,551139.7338400008,4184593.378925
p4udt21lv,551135.0404500001,4184593.3245199993
p4udt22,551074.7787204998,4184790.6330035008
p4udt22lv,551078.5109749994,4184793.4861849993
p4udt23,550373.0303799997,4184576.91156
p4udt23lv,550376.9034699992,4184580.2833050005
p4udt24,551003.3457739992,4184531.6856749994
p4udt24lv,551002.6542260001,4184536.3143249988
p4udt25,551007.2896900004,4184708.8944999985
p4udt25lv,551007.4847549999,4184704.187850001
p4udt26,550312.00057241,4184586.0088894004
p4udt26lv,550311.3807254996,4184581.0565550006
p4udt27,551018.361489999,4184648.246115
p4udt27lv,551017.6288164996,4184653.2469549994
p4udt28,550029.6542260008,4184539.3143249988
p4udt28lv,550030.3457740007,4184534.685674999
p4uts0_69,550645.40965,4184656.2069350006
p4ulv2,550204.0,4184625.0000000014
p4ulv3,550121.9999999992,4184539.0
p4ulv4,549981.9999999994,4184588.9999999986
p4ulv5,550919.0000000002,4184651.0
p4ulv6,550973.0000000007,4184758.0
p4ulv7,550082.0000000007,4184604.0000000014
p4ulv8,550360.9999999999,4184594.999999999
p4ulv9,550447.0,4184670.999999999
p4ulv10,551145.0000000001,4184784.0
p4ulv11,550184.9999999995,4184622.9999999986
p4ulv12,550417.0000000005,4184551.9999999995
p4ulv13,550647.3452849993,4184946.685804999
p4ulv14,550348.0000000005,4184732.999999999
p4ulv15,550345.0000000003,4184564.0000000014
p4ulv16,551132.0000000002,4184983.0000000005
p4ulv17,551116.9999999999,4184784.999999999
p4ulv18,551132.0000000009,4184721.0
p4ulv19,550205.0000000008,4184616.9999999995
p4ulv20,550983.6542259989,4184722.3143249997
p4ulv21,551141.0000000007,4184662.0000000005
p4ulv22,551122.3457740004,4184687.6856749994
p4ulv23,551091.9999999999,4184658.0000000014
p4ulv24,551080.0000000009,4184655.9999999995
p4ulv25,551046.0000000005,4184643.000000001
p4ulv26,551059.9999999998,4184645.0000000005
p4ulv27,551132.9999999991,4184588.9999999986
p4ulv28,551070.0000000001,4184793.0000000005
p4ulv29,550533.0000000003,4184555.0
p4ulv30,550975.0000000005,4184635.0000000005
p4ulv31,550390.9999999991,4184584.9999999986
p4ulv32,550176.9999999995,4184527.9999999995
p4ulv33,551014.000000001,4184535.0000000005
p4ulv34,551001.0000000002,4184722.999999999
p4ulv35,550309.0000000001,4184583.9999999995
p4ulv36,550372.0000000009,4184539.0
p4ulv37,551012.0,4184644.0000000005
p4ulv38,550907.9999999993,4184621.0
p4ulv39,550034.0000000005,4184533.0000000005
p4ulv40,551077.0000000008,4184785.0
p4uts0_69-st_matxx,550559.804640001,4184984.998295
p4uts0_69-st_matx,550641.0410000004,4184654.4417949994
p4udt13-p4udt7xx,550360.8002849992,4184564.0108050006
p4udt13-p4udt7x,550349.9607099993,4184559.57017
p4udt23-p4udt7xx,550375.6143249996,4184567.4121999997
p4udt10-p4udt23x,550363.9036000007,4184580.6119450005
p4udt16-p4udt21xx,551148.9601999996,4184594.6599450004
p4udt16-p4udt21x,551123.800285001,4184686.010805
p4udt18-p4udt25xx,551006.2728299997,4184713.5079400004
p4udt19-p4udt20x,551064.9607100006,4184633.570170001
p4udt20-p4udt27x,551011.1821100002,4184641.652709999
p4uhs0_69-p4uts0_69xx,550649.9726499997,4184657.397709
p4uhs0_69-p4uts0_69x,550654.6324999994,4184658.1469899993
p4udt2-p4udt26x,550316.60525,4184587.928029999
p4udt12-p4udt26x,550340.8002850002,4184677.010805
p4udt12-p4udt8x,550441.8002850005,4184671.0108049996
p4udt0-p4udt8x,550498.3199999998,4184583.355
p4udt1-p4udt17x,550190.1415960001,4184613.684873499
p4udt17-p4udt2x,550160.605249999,4184542.928029999
p4udt23-p4udt26x,550308.01342,4184589.0065099993
p4udt11-p4udt14x,551145.315000001,4185007.0199999996
p4udt11-p4udt14xx,550989.0000000003,4184984.0000000014
p4udt11-p4udt14xxx,550649.2699999996,4184958.36
p4udt0-p4udt11x,550506.1200000008,4184585.565000001
p4udt0-p4udt11xx,550564.9999999991,4184819.0
p4udt24-p4udt4x,550935.973419999,4184621.9815099994
p4udt21-p4udt9x,551154.965975001,4184791.421185
p4udt15-p4udt9x,551108.8046399988,4184791.998294999
p4udt15-p4udt22x,551070.3452849993,4184789.0758050005
p4udt22-p4udt5x,550998.8046400007,4184736.998295
p4udt18-p4udt5x,550998.7403050001,4184724.608899998
p4udt18-p4udt27x,551023.230835,4184646.8861004994
p4udt27-p4udt4x,550939.3407450006,4184614.031555
p4udt3-p4udt6x,550075.2984200009,4184580.48651
p4udt28-p4udt6x,550083.8902500004,4184579.408029998
p4udt2-p4udt6x,550155.3807255003,4184536.0565549997
p4udt16-p4udt21xxx,551144.2656399998,4184594.636629499
p4udt18-p4udt25x,551004.9010960001,4184718.080885
p4udt23-p4udt7x,550374.2164349996,4184571.9919699994
p4udt10-p4udt23xx,550368.3319849992,4184578.7892799997
p4udt20-p4udt27xx,551014.5968200001,4184644.9681650004
p4udm0,550513.999999999,4184582.9999999995
p4ulv1,550500.3457739993,4184617.685675
p4udt0lv,550527.6542260009,4184548.314325
p4udt0,550531.7499999994,4184579.499999999
st_mat,550564.2346825005,4184983.4315155
p4uhs0_69,550633.38088,4184773.141453999
p4udt6-p4uhs0_4x,550648.4983199992,4184635.57275
sb5_p4uhs0_4_node_5_6,550633.3808800007,4184762.5592460004
sb5_p4uhs0_4_node_5_12,550657.9467199995,4184722.8759660013
p4udt0-p4uhs0_4x,550712.747439999,4184635.57275
sb5_p4uhs0_4_node_5_14,550620.153120001,4184683.192686
sb5_p4uhs0_4_node_5_20,550680.6228800006,4184667.3193740007
sb5_p4uhs0_4_node_5_19,550642.829279999,4184667.3193739993
sb5_p4uhs0_4_node_5_16,550680.6228799991,4184683.1926860013
p4udt4-p4uhs0_4x,550686.2919200006,4184635.57275
sb5_p4uhs0_4_node_5_11,550657.9467199994,4184729.4898459986
sb5_p4uhs0_4_node_5_1,550614.4840799997,4184635.5727500007
sb5_p4uhs0_4_node_5_13,550657.9467200001,4184714.93931
sb5_p4uhs0_4_node_5_7,550633.38088,4184746.685934
sb5_p4uhs0_4_node_5_15,550642.8292799996,4184683.192686
sb5_p4uhs0_4_node_5_17,550707.0783999991,4184683.1926860004
sb5_p4uhs0_4_node_5_21,550707.0783999991,4184667.319374
sb5_p4uhs0_4_node_5_18,550620.1531199994,4184667.3193740007
p4udt2-p4udt26x_b1_1,550214.9999999991,4184545.999999999
p4udt2-p4udt26x_b2_1,550210.9999999988,4184535.0
FORMAT_NODE=NodeID,CoordX1,CoordY1,CoordX2,CoordY2,Width
sb5_p4uhs0_4_bus_5_4,550606.9253600001,4184656.737166001,550622.0427999994,4184656.737166001,2
sb5_p4uhs0_4_bus_5_2,550614.48408,4184699.065998,550718.4164799997,4184699.065998001,2
sb5_p4uhs0_4_bus_5_7,550705.1887200009,4184656.7371660015,550718.4164800001,4184656.737166001,2
sb5_p4uhs0_4_bus_5_5,550640.9395999991,4184656.737166,550654.1673600005,4184656.7371659996,2
sb5_p4uhs0_4_bus_5_3,550595.5872799997,4184669.9649259998,550722.1958399994,4184669.964926,2
sb5_p4uhs0_4_bus_5_1,550622.0427999991,4184736.1037260005,550686.2919200008,4184736.1037260005,2
sb5_p4uhs0_4_bus_5_6,550678.7332000001,4184656.737166,550693.8506399997,4184656.737166001,2

[INTERMEDIATE NODES]
FORMAT_INTERMEDIATENODE=SectionID,SeqNumber,CoordX,CoordY
p4udm0_p4ulv1,0,550486.0000000007,4184617.0
p4udm0_p4ulv1,1,550499.9999999998,4184618.9999999995
p4udt0lv_p4udm0,0,550496.0000000007,4184594.000000001
p4udt0lv_p4udm0,1,550491.9999999993,4184601.999999999
p4udt0lv_p4udm0,2,550487.9999999993,4184610.0000000005
p4udt0lv_p4udm0,3,550486.0000000007,4184617.0
p4udm1_p4ulv29,0,550527.9999999991,4184545.9999999995
p4udm1_p4ulv29,1,550533.0000000003,4184555.0
p4udm7_p4ulv5,0,550921.0000000001,4184615.0000000005
p4udm7_p4ulv5,1,550919.0000000002,4184651.0
p4udm9_p4ulv38,0,550912.0000000009,4184614.0000000005
p4udm9_p4ulv38,1,550907.9999999993,4184621.0
p4udm7_p4udm9,0,550912.0000000009,4184614.0000000005
p4udt4lv_p4udm7,0,550931.0000000008,4184616.9999999995
p4udt4lv_p4udm7,1,550921.0000000001,4184615.0000000005
p4udm8_p4ulv30,0,550978.9999999994,4184625.0
p4udm8_p4ulv30,1,550975.0000000005,4184635.0000000005
p4udt4lv_p4udm8,0,550950.0,4184619.9999999995
p4udt4lv_p4udm8,1,550959.9999999999,4184620.9999999986
p4udt4lv_p4udm8,2,550970.0,4184623.000000001
p4udt4lv_p4udm8,3,550978.9999999994,4184625.0
p4udt5lv_p4ulv6,0,551002.999999999,4184734.999999999
p4udt5lv_p4ulv6,1,550973.0000000007,4184758.0
p4udm11_p4ulv40,0,551075.000000001,4184791.0
p4udm11_p4ulv40,1,551077.0000000008,4184785.0
p4udt5lv_p4udm11,0,551075.000000001,4184791.0
p4udm13_p4ulv8,0,550366.0000000007,4184594.000000001
p4udm13_p4ulv8,1,550360.9999999999,4184594.999999999
p4udt7lv_p4udm13,0,550374.0000000005,4184568.999999999
p4udt7lv_p4udm13,1,550372.0000000009,4184576.0000000005
p4udt7lv_p4udm13,2,550366.0000000007,4184594.000000001
p4udm14_p4ulv36,0,550377.0000000009,4184542.0000000005
p4udm14_p4ulv36,1,550372.0000000009,4184539.0
p4udt7lv_p4udm14,0,550373.683772235,4184569.9486832963
p4udt7lv_p4udm14,1,550376.0000000002,4184563.0
p4udt7lv_p4udm14,2,550375.999999999,4184559.000000001
p4udt7lv_p4udm14,3,550374.9999999994,4184555.0
p4udt7lv_p4udm14,4,550375.000000001,4184549.9999999995
p4udt7lv_p4udm14,5,550377.0000000009,4184542.0000000005
p4udt9lv_p4ulv10,0,551151.0000000009,4184789.0000000005
p4udt9lv_p4ulv10,1,551145.0000000001,4184784.0
p4udt10lv_p4ulv12,0,550419.0000000005,4184544.0000000005
p4udt10lv_p4ulv12,1,550417.0000000005,4184551.9999999995
p4udt12lv_p4ulv14,0,550344.9999999995,4184678.9999999995
p4udt12lv_p4ulv14,1,550348.0000000005,4184732.999999999
p4udt13lv_p4ulv15,0,550346.0000000009,4184562.0
p4udt13lv_p4ulv15,1,550345.0000000003,4184564.0000000014
p4udt15lv_p4ulv17,0,551113.0000000009,4184790.0
p4udt15lv_p4ulv17,1,551116.9999999999,4184784.999999999
p4udt16lv_p4ulv22,0,551127.9999999993,4184688.0000000014
p4udt16lv_p4ulv22,1,551121.9999999998,4184689.9999999986
p4udm23_p4ulv18,0,551126.9999999993,4184718.0000000014
p4udm23_p4ulv18,1,551132.0000000009,4184721.0
p4udt16lv_p4udm23,0,551127.999999999,4184696.0
p4udt16lv_p4udm23,1,551126.9999999994,4184711.0
p4udt16lv_p4udm23,2,551126.9999999993,4184718.0000000014
p4udm24_p4ulv21,0,551132.0000000006,4184662.0000000005
p4udm24_p4ulv21,1,551141.0000000007,4184662.0000000005
p4udt16lv_p4udm24,0,551129.0000000002,4184680.0
p4udt16lv_p4udm24,1,551131.0000000005,4184671.0000000005
p4udt16lv_p4udm24,2,551132.0000000006,4184662.0000000005
p4udt17lv_p4ulv19,0,550190.0,4184613.999999998
p4udt17lv_p4ulv19,1,550205.0000000008,4184616.9999999995
p4udt19lv_p4ulv23,0,551097.0000000006,4184641.9999999995
p4udt19lv_p4ulv23,1,551091.9999999999,4184658.0000000014
p4udm29_p4ulv24,0,551079.0000000009,4184638.999999998
p4udm29_p4ulv24,1,551080.0000000009,4184655.9999999995
p4udt19lv_p4udm29,0,551079.0000000009,4184638.999999998
p4udt20lv_p4ulv26,0,551061.0000000006,4184636.0000000005
p4udt20lv_p4ulv26,1,551059.9999999998,4184645.0000000005
p4udm30_p4ulv25,0,551047.000000001,4184633.0
p4udm30_p4ulv25,1,551046.0000000005,4184643.000000001
p4udt20lv_p4udm30,0,551047.000000001,4184633.0
p4udt25lv_p4ulv34,0,551005.0000000001,4184716.9999999995
p4udt25lv_p4ulv34,1,551001.0000000002,4184722.999999999
p4udt27lv_p4ulv37,0,551016.9999999998,4184647.000000001
p4udt27lv_p4ulv37,1,551012.0,4184644.0000000005
p4udt13-p4udt7xx_p4udt13-p4udt7x,0,550355.0,4184564.0000000014
p4udt13-p4udt7xx_p4udt13-p4udt7x,1,550346.0000000009,4184562.0
p4udt23-p4udt7xx_p4udt7,0,550375.9230478961,4184569.5494422545
p4udt23-p4udt7xx_p4udt7,1,550364.9999999995,4184565.999999999
p4udt10-p4udt23x_p4udt10,0,550376.884571843,4184569.824163384
p4udt10-p4udt23x_p4udt10,1,550376.9486832978,4184563.3162277653
p4udt10-p4udt23x_p4udt10,2,550382.0000000009,4184560.0
p4udt10-p4udt23x_p4udt10,3,550386.9999999999,4184556.9999999995
p4udt10-p4udt23x_p4udt10,4,550389.9999999995,4184553.9999999995
p4udt10-p4udt23x_p4udt10,5,550391.9999999999,4184547.9999999995
p4udt10-p4udt23x_p4udt10,6,550394.0000000005,4184542.0000000005
p4udt10-p4udt23x_p4udt10,7,550393.9999999998,4184536.0
p4udt10-p4udt23x_p4udt10,8,550392.9999999993,4184529.9999999995
p4udt10-p4udt23x_p4udt10,9,550404.0000000009,4184527.0
p4udt10-p4udt23x_p4udt10,10,550409.999999999,4184535.0
p4udt10-p4udt23x_p4udt10,11,550415.9999999994,4184538.0000000005
p4udt10-p4udt23x_p4udt10,12,550419.0000000005,4184544.0000000005
p4udt16-p4udt21xx_p4udt16-p4udt21x,0,551140.9999999992,4184604.0
p4udt16-p4udt21xx_p4udt16-p4udt21x,1,551138.9999999991,4184612.9999999995
p4udt16-p4udt21xx_p4udt16-p4udt21x,2,551138.0000000001,4184623.0
p4udt16-p4udt21xx_p4udt16-p4udt21x,3,551136.0000000009,4184632.0
p4udt16-p4udt21xx_p4udt16-p4udt21x,4,551133.9999999988,4184642.0000000005
p4udt16-p4udt21xx_p4udt16-p4udt21x,5,551134.0000000005,4184648.0
p4udt16-p4udt21xx_p4udt16-p4udt21x,6,551134.0000000009,4184654.0
p4udt16-p4udt21xx_p4udt16-p4udt21x,7,551131.0298574996,4184661.7574643767
p4udt16-p4udt21xx_p4udt16-p4udt21x,8,551130.0061162662,4184670.889568473
p4udt16-p4udt21xx_p4udt16-p4udt21x,9,551128.0238129401,4184679.783069542
p4udt16-p4udt21xx_p4udt16-p4udt21x,10,551127.9999999993,4184688.0000000014
p4udt19-p4udt20x_p4udt19,0,551078.8356010126,4184639.9863939243
p4udt19-p4udt20x_p4udt19,1,551097.0000000006,4184641.9999999995
p4udt20-p4udt27x_p4udt20,0,551019.9999999993,4184629.0
p4udt20-p4udt27x_p4udt20,1,551033.0000000007,4184631.0
p4udt20-p4udt27x_p4udt20,2,551046.858578644,4184633.989949493
p4udt20-p4udt27x_p4udt20,3,551061.0000000006,4184636.0000000005
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,0,550298.0000000006,4184589.9999999986
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,1,550288.0000000002,4184588.9999999986
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,2,550273.0000000007,4184582.9999999995
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,3,550260.0000000003,4184582.9999999995
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,4,550251.0000000002,4184587.9999999986
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,5,550243.000000001,4184587.9999999995
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,6,550234.0000000008,4184587.000000001
p4udt2-p4udt26x_p4udt2-p4udt26x_b1_1,7,550225.0000000008,4184572.0000000005
p4udt12-p4udt26x_p4udt26,0,550337.0000000007,4184679.0
p4udt12-p4udt26x_p4udt26,1,550331.0000000002,4184677.9999999986
p4udt12-p4udt26x_p4udt26,2,550324.0000000007,4184674.9999999995
p4udt12-p4udt26x_p4udt26,3,550317.9999999993,4184671.9999999995
p4udt12-p4udt26x_p4udt26,4,550312.9999999995,4184667.0
p4udt12-p4udt26x_p4udt26,5,550300.9999999992,4184655.9999999995
p4udt12-p4udt26x_p4udt26,6,550288.9999999993,4184643.9999999995
p4udt12-p4udt26x_p4udt26,7,550278.0000000009,4184633.0000000005
p4udt12-p4udt26x_p4udt26,8,550266.0000000006,4184620.9999999995
p4udt12-p4udt26x_p4udt26,9,550254.0000000005,4184610.000000001
p4udt12-p4udt26x_p4udt26,10,550242.9999999991,4184598.0000000005
p4udt12-p4udt26x_p4udt26,11,550244.0000000003,4184588.0
p4udt12-p4udt26x_p4udt26,12,550251.0000000001,4184589.000000001
p4udt12-p4udt26x_p4udt26,13,550260.4856429318,4184583.8741572755
p4udt12-p4udt26x_p4udt26,14,550272.9999999994,4184584.000000001
p4udt12-p4udt26x_p4udt26,15,550287.628609324,4184589.9284766894
p4udt12-p4udt26x_p4udt26,16,550297.9004962803,4184590.9950371897
p4udt12-p4udt26x_p4udt26,17,550312.0,4184585.9999999995
p4udt12-p4udt8x_p4udt12,0,550436.9999999999,4184671.9999999995
p4udt12-p4udt8x_p4udt12,1,550426.9999999995,4184673.0000000005
p4udt12-p4udt8x_p4udt12,2,550411.0,4184674.9999999995
p4udt12-p4udt8x_p4udt12,3,550394.9999999999,4184676.0000000005
p4udt12-p4udt8x_p4udt12,4,550377.9999999994,4184677.0000000005
p4udt12-p4udt8x_p4udt12,5,550361.0000000007,4184677.9999999995
p4udt12-p4udt8x_p4udt12,6,550344.9999999995,4184678.9999999995
p4udt0-p4udt8x_p4udt8,0,550495.0938168599,4184593.577114534
p4udt0-p4udt8x_p4udt8,1,550491.105572809,4184601.5527864043
p4udt0-p4udt8x_p4udt8,2,550487.1055728088,4184609.552786405
p4udt0-p4udt8x_p4udt8,3,550485.038476052,4184616.7252788716
p4udt0-p4udt8x_p4udt8,4,550484.0000000005,4184626.000000001
p4udt0-p4udt8x_p4udt8,5,550482.0000000007,4184634.0
p4udt0-p4udt8x_p4udt8,6,550480.0,4184642.9999999995
p4udt0-p4udt8x_p4udt8,7,550477.9999999997,4184651.9999999995
p4udt0-p4udt8x_p4udt8,8,550475.9999999998,4184661.0
p4udt0-p4udt8x_p4udt8,9,550466.9999999992,4184672.000000001
p4udt0-p4udt8x_p4udt8,10,550455.0000000006,4184674.0000000005
p4udt0-p4udt8x_p4udt8,11,550446.0000000002,4184673.0000000005
p4udt8lv_p4ulv9,0,550446.0000000002,4184673.0000000005
p4udt8lv_p4ulv9,1,550447.0,4184670.999999999
p4udt26lv_p4ulv35,0,550312.0,4184585.9999999995
p4udt26lv_p4ulv35,1,550309.0000000001,4184583.9999999995
p4udm5_p4ulv32,0,550170.0000000005,4184533.0
p4udm5_p4ulv32,1,550176.9999999995,4184527.9999999995
p4udm4_p4ulv3,0,550126.9999999999,4184536.0
p4udm4_p4ulv3,1,550121.9999999992,4184539.0
p4udm5_p4udm4,0,550126.9999999999,4184536.0
p4udt2lv_p4udm5,0,550159.9847835578,4184524.173785334
p4udt2lv_p4udm5,1,550170.0000000005,4184533.0
p4udt1lv_p4ulv2,0,550190.0,4184613.999999998
p4udt1lv_p4ulv2,1,550204.0,4184625.0000000014
p4udt1lv_p4ulv11,0,550190.0,4184613.999999998
p4udt1lv_p4ulv11,1,550184.9999999995,4184622.9999999986
p4udt17-p4udt2x_p4udt17,0,550167.9999999998,4184547.9999999995
p4udt17-p4udt2x_p4udt17,1,550173.9999999998,4184549.0000000005
p4udt17-p4udt2x_p4udt17,2,550177.9999999994,4184565.0
p4udt17-p4udt2x_p4udt17,3,550181.9999999988,4184580.0000000005
p4udt17-p4udt2x_p4udt17,4,550186.0,4184596.0000000005
p4udt17-p4udt2x_p4udt17,5,550190.0,4184613.999999998
p4udt23lv_p4ulv31,0,550372.0000000009,4184576.0000000005
p4udt23lv_p4ulv31,1,550390.9999999991,4184584.9999999986
p4udt23-p4udt26x_p4udt23,0,550325.0000000008,4184581.999999998
p4udt23-p4udt26x_p4udt23,1,550333.9999999992,4184580.9999999995
p4udt23-p4udt26x_p4udt23,2,550344.9999999993,4184580.999999999
p4udt23-p4udt26x_p4udt23,3,550354.0000000002,4184583.0000000005
p4udt23-p4udt26x_p4udt23,4,550358.0000000008,4184583.9999999995
p4udt23-p4udt26x_p4udt23,5,550372.4961389379,4184576.8682431416
p4udt24lv_p4ulv33,0,551002.9999999992,4184533.999999999
p4udt24lv_p4ulv33,1,551014.000000001,4184535.0000000005
p4udt24-p4udt4x_p4udt24,0,550949.7830695425,4184620.9761870597
p4udt24-p4udt4x_p4udt24,1,550959.9004962805,4184621.9950371897
p4udt24-p4udt4x_p4udt24,2,550969.8038838641,4184623.980580676
p4udt24-p4udt4x_p4udt24,3,550978.7830695423,4184625.97618706
p4udt24-p4udt4x_p4udt24,4,550986.9999999992,4184625.0
p4udt24-p4udt4x_p4udt24,5,550988.0000000002,4184615.9999999995
p4udt24-p4udt4x_p4udt24,6,550988.9999999999,4184611.9999999995
p4udt24-p4udt4x_p4udt24,7,550990.9999999992,4184607.9999999995
p4udt24-p4udt4x_p4udt24,8,550991.9999999995,4184604.0000000014
p4udt24-p4udt4x_p4udt24,9,550994.000000001,4184595.0
p4udt24-p4udt4x_p4udt24,10,550996.0000000008,4184580.999999999
p4udt24-p4udt4x_p4udt24,11,550998.0000000008,4184568.0
p4udt24-p4udt4x_p4udt24,12,550999.9999999994,4184554.000000001
p4udt24-p4udt4x_p4udt24,13,551002.0000000009,4184544.0000000005
p4udt24-p4udt4x_p4udt24,14,551002.9999999992,4184533.999999999
p4udt18lv_p4ulv20,0,551005.0000000001,4184716.9999999995
p4udt18lv_p4ulv20,1,550984.0000000001,4184720.0000000014
p4udt22lv_p4ulv28,0,551075.000000001,4184791.0
p4udt22lv_p4ulv28,1,551070.0000000001,4184793.0000000005
p4udt21lv_p4ulv27,0,551142.0000000006,4184594.0
p4udt21lv_p4ulv27,1,551132.9999999991,4184588.9999999986
p4udt21-p4udt9x_p4udt21,0,551169.9999999999,4184788.0
p4udt21-p4udt9x_p4udt21,1,551188.0000000002,4184787.999999999
p4udt21-p4udt9x_p4udt21,2,551207.0000000007,4184787.0000000014
p4udt21-p4udt9x_p4udt21,3,551226.0000000001,4184787.0
p4udt21-p4udt9x_p4udt21,4,551241.0000000009,4184760.0
p4udt21-p4udt9x_p4udt21,5,551244.0000000008,4184741.9999999995
p4udt21-p4udt9x_p4udt21,6,551247.0000000008,4184723.0
p4udt21-p4udt9x_p4udt21,7,551250.0000000007,4184704.9999999995
p4udt21-p4udt9x_p4udt21,8,551252.9999999997,4184686.0
p4udt21-p4udt9x_p4udt21,9,551255.999999999,4184667.9999999995
p4udt21-p4udt9x_p4udt21,10,551240.0000000005,4184665.0000000005
p4udt21-p4udt9x_p4udt21,11,551222.9999999998,4184663.0
p4udt21-p4udt9x_p4udt21,12,551206.9999999991,4184660.0
p4udt21-p4udt9x_p4udt21,13,551207.0000000003,4184652.0
