,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:rdt12-rdt12lv),1,3,3,rdt12lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt12.2', 'rdt12lv.1.0', 'rdt12lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6419563, (-148.72), 18.82336, (30.549), 18.81643, (30.588), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt13-rdt13lv),1,3,3,rdt13lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt13.3', 'rdt13lv.1.0', 'rdt13lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2070693, (89.26), 5.965232, (-92.124), 5.964147, (-92.109), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt14-rdt14lv),1,3,3,rdt14lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt14.3', 'rdt14lv.1.0', 'rdt14lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"2.353664, (115.45), 70.12108, (-64.647), 70.10573, (-64.492), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt15-rdt15lv),1,3,3,rdt15lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt15.3', 'rdt15lv.1.0', 'rdt15lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7197749, (104.18), 21.11423, (-76.187), 21.10924, (-76.139), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt16-rdt16lv),1,3,3,rdt16lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt16.2', 'rdt16lv.1.0', 'rdt16lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.620412, (-128.55), 48.12732, (51.322), 48.11125, (51.427), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt17-rdt17lv),1,3,3,rdt17lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt17.3', 'rdt17lv.1.0', 'rdt17lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5474143, (98.589), 15.95817, (-82.054), 15.95431, (-82.018), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt18-rdt18lv),1,3,3,rdt18lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt18.3', 'rdt18lv.1.0', 'rdt18lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.502013, (107.67), 44.5806, (-72.5), 44.56395, (-72.401), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt19-rdt19lv),1,3,3,rdt19lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt19.3', 'rdt19lv.1.0', 'rdt19lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9930475, (105.75), 29.31085, (-74.5), 29.3024, (-74.434), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt20-rdt20lv),1,3,3,rdt20lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt20.3', 'rdt20lv.1.0', 'rdt20lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8549742, (107.89), 25.16302, (-72.358), 25.15759, (-72.301), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt21-rdt21lv),1,3,3,rdt21lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt21.3', 'rdt21lv.1.0', 'rdt21lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.4183092, (114.89), 12.26363, (-65.228), 12.26243, (-65.196), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt22-rdt22lv),1,3,3,rdt22lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt22.1', 'rdt22lv.1.0', 'rdt22lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5020059, (-28.231), 14.62131, (150.85), 14.61716, (150.88), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt23-rdt23lv),1,3,3,rdt23lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt23.1', 'rdt23lv.1.0', 'rdt23lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1548455, (-28.117), 4.392323, (150.15), 4.391713, (150.16), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt24-rdt24lv),1,3,3,rdt24lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt24.1', 'rdt24lv.1.0', 'rdt24lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5753928, (-26.765), 16.81733, (152.47), 16.81214, (152.51), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt25-rdt25lv),1,3,3,rdt25lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt25.1', 'rdt25lv.1.0', 'rdt25lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5947307, (-28.274), 17.40384, (150.95), 17.39805, (150.99), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt26-rdt26lv),1,3,3,rdt26lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt26.2', 'rdt26lv.1.0', 'rdt26lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.454113, (-149.32), 13.18932, (29.635), 13.18582, (29.664), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt27-rdt27lv),1,3,3,rdt27lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt27.2', 'rdt27lv.1.0', 'rdt27lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3267648, (-148.02), 9.54995, (31.178), 9.547613, (31.201), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt28-rdt28lv),1,3,3,rdt28lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt28.2', 'rdt28lv.1.0', 'rdt28lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6613086, (-147.88), 19.4006, (31.431), 19.39352, (31.472), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt29-rdt29lv),1,3,3,rdt29lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt29.2', 'rdt29lv.1.0', 'rdt29lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8799228, (-148.71), 25.96513, (30.749), 25.95231, (30.802), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt30-rdt30lv),1,3,3,rdt30lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt30.2', 'rdt30lv.1.0', 'rdt30lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6643436, (-148.93), 19.49611, (30.362), 19.48876, (30.403), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt31-rdt31lv),1,3,3,rdt31lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt31.2', 'rdt31lv.1.0', 'rdt31lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7979305, (-147.85), 23.50059, (31.57), 23.49034, (31.619), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt32-rdt32lv),1,3,3,rdt32lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt32.1', 'rdt32lv.1.0', 'rdt32lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.312675, (-27.641), 38.69103, (151.82), 38.6773, (151.86), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt33-rdt33lv),1,3,3,rdt33lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt33.2', 'rdt33lv.1.0', 'rdt33lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1030502, (-145.79), 2.833959, (31.742), 2.83368, (31.75), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt34-rdt34lv),1,3,3,rdt34lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt34.1', 'rdt34lv.1.0', 'rdt34lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1658094, (-27.313), 4.719209, (151.11), 4.718531, (151.13), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt35-rdt35lv),1,3,3,rdt35lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt35.1', 'rdt35lv.1.0', 'rdt35lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1705702, (-28.378), 4.864593, (150.04), 4.863865, (150.05), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt36-rdt36lv),1,3,3,rdt36lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt36.1', 'rdt36lv.1.0', 'rdt36lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.199251, (-24.046), 35.26532, (155.43), 35.25518, (155.47), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt37-rdt37lv),1,3,3,rdt37lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt37.1', 'rdt37lv.1.0', 'rdt37lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.470225, (-6.7888), 43.61588, (173.1), 43.60579, (173.19), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt38-rdt38lv),1,3,3,rdt38lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt38.1', 'rdt38lv.1.0', 'rdt38lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6879088, (-35.766), 20.23564, (143.4), 20.22607, (143.44), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
