,phases,bus1,kV,kW,pf,model,yearly,daily,duty,growth,conn,kvar,Rneut,Xneut,status,class,Vminpu,Vmaxpu,Vminnorm,Vminemerg,xfkVA,allocationfactor,kVA,%mean,%stddev,CVRwatts,CVRvars,kwh,kwhdays,Cfactor,CVRcurve,NumCust,ZIPV,%SeriesRL,RelWeight,Vlowpu,puXharm,XRharm,spectrum,basefreq,enabled,like
Load.load_p1rlv6_2,1,p1rlv6.2,0.12,1.37413530321478,0.9207,1,res_kw_1041_pu,,,,wye,0.58237922359024,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.49245214047578,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv7_1,1,p1rlv7.1,0.12,3.4600377620688,0.9847,1,res_kw_205_pu,,,,wye,0.611701942667986,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.51369329646255,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv7_2,1,p1rlv7.2,0.12,3.4600377620688,0.9847,1,res_kw_205_pu,,,,wye,0.611701942667986,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.51369329646255,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv8_1,1,p1rlv8.1,0.12,2.50472320200511,0.9651,1,res_kw_162_pu,,,,wye,0.680092226526517,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.59541205885396,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv8_2,1,p1rlv8.2,0.12,2.50472320200511,0.9651,1,res_kw_162_pu,,,,wye,0.680092226526517,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.59541205885396,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv9_1,1,p1rlv9.1,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv9_2,1,p1rlv9.2,0.12,3.7898843319652,0.9667,1,res_kw_670_pu,,,,wye,1.00365767155824,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.92052955241419,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv10_1,1,p1rlv10.1,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv10_2,1,p1rlv10.2,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv11_1,1,p1rlv11.1,0.12,4.65866350298929,0.9611,1,res_kw_182_pu,,,,wye,1.33883894348954,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.84722965730824,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv11_2,1,p1rlv11.2,0.12,4.65866350298929,0.9611,1,res_kw_182_pu,,,,wye,1.33883894348954,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.84722965730824,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv12_1,1,p1rlv12.1,0.12,3.46975502086,0.9684,1,res_kw_4_pu,,,,wye,0.894152038493125,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.58311425616384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv12_2,1,p1rlv12.2,0.12,3.46975502086,0.9684,1,res_kw_4_pu,,,,wye,0.894152038493125,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.58311425616384,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv13_1,1,p1rlv13.1,0.12,5.94268609168335,0.9714,1,res_kw_772_pu,,,,wye,1.45295739353349,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.11772859578703,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv13_2,1,p1rlv13.2,0.12,5.94268609168335,0.9714,1,res_kw_772_pu,,,,wye,1.45295739353349,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.11772859578703,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv14_1,1,p1rlv14.1,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv14_2,1,p1rlv14.2,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv15_1,1,p1rlv15.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv15_2,1,p1rlv15.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv16_1,1,p1rlv16.1,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv16_2,1,p1rlv16.2,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv17_1,1,p1rlv17.1,0.12,4.65866350298929,0.9611,1,res_kw_182_pu,,,,wye,1.33883894348954,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.84722965730824,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv17_2,1,p1rlv17.2,0.12,4.65866350298929,0.9611,1,res_kw_182_pu,,,,wye,1.33883894348954,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.84722965730824,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv18_1,1,p1rlv18.1,0.12,5.7231356066656,0.9672,1,res_kw_1228_pu,,,,wye,1.5038194991101,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.91741111113529,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv18_2,1,p1rlv18.2,0.12,5.7231356066656,0.9672,1,res_kw_1228_pu,,,,wye,1.5038194991101,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.91741111113529,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv19_1,1,p1rlv19.1,0.12,6.91810482756658,0.9831,1,res_kw_320_pu,,,,wye,1.29018604519004,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.03738264103943,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv19_2,1,p1rlv19.2,0.12,6.91810482756658,0.9831,1,res_kw_320_pu,,,,wye,1.29018604519004,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.03738264103943,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv20_1,1,p1rlv20.1,0.12,2.60502103018983,0.9335,1,res_kw_24_pu,,,,wye,1.00075093718762,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.79063380005567,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv20_2,1,p1rlv20.2,0.12,2.60502103018983,0.9335,1,res_kw_24_pu,,,,wye,1.00075093718762,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.79063380005567,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv21_1,1,p1rlv21.1,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv21_2,1,p1rlv21.2,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv22_1,1,p1rlv22.1,0.12,11.5199136457667,0.9871,1,res_kw_754_pu,,,,wye,1.86562044637439,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.6700021446379,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv22_2,1,p1rlv22.2,0.12,11.5199136457667,0.9871,1,res_kw_754_pu,,,,wye,1.86562044637439,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.6700021446379,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv23_1,1,p1rlv23.1,0.12,1.8636614682403,0.9656,1,res_kw_532_pu,,,,wye,0.501517968238762,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.92996226405335,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv23_2,1,p1rlv23.2,0.12,1.8636614682403,0.9656,1,res_kw_532_pu,,,,wye,0.501517968238762,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.92996226405335,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv24_1,1,p1rlv24.1,0.12,8.02073600200063,0.995,1,res_kw_411_pu,,,,wye,0.807759712540305,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.06130769583894,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv24_2,1,p1rlv24.2,0.12,8.02073600200063,0.995,1,res_kw_411_pu,,,,wye,0.807759712540305,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.06130769583894,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv25_1,1,p1rlv25.1,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv25_2,1,p1rlv25.2,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv26_1,1,p1rlv26.1,0.12,4.72949023662455,0.9834,1,res_kw_624_pu,,,,wye,0.872284214572645,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.80925749459515,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv26_2,1,p1rlv26.2,0.12,4.72949023662455,0.9834,1,res_kw_624_pu,,,,wye,0.872284214572645,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.80925749459515,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv27_1,1,p1rlv27.1,0.12,7.15160316989239,0.9789,1,res_kw_30_pu,,,,wye,1.49376247853769,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.30593965495896,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv27_2,1,p1rlv27.2,0.12,7.15160316989239,0.9789,1,res_kw_30_pu,,,,wye,1.49376247853769,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,7.30593965495896,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv28_1,1,p1rlv28.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv28_2,1,p1rlv28.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv29_1,1,p1rlv29.1,0.12,2.1376631749205,0.9602,1,res_kw_93_pu,,,,wye,0.621803346602117,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.22626217037814,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv29_2,1,p1rlv29.2,0.12,2.1376631749205,0.9602,1,res_kw_93_pu,,,,wye,0.621803346602117,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.22626217037814,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv30_1,1,p1rlv30.1,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv30_2,1,p1rlv30.2,0.12,10.3756289077809,0.9136,1,res_kw_1267_pu,,,,wye,4.61648622433044,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.3563031084685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv31_1,1,p1rlv31.1,0.12,4.4397968892136,0.9701,1,res_kw_457_pu,,,,wye,1.11151591213461,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.57681811309989,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv31_2,1,p1rlv31.2,0.12,4.4397968892136,0.9701,1,res_kw_457_pu,,,,wye,1.11151591213461,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.57681811309989,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv32_1,1,p1rlv32.1,0.12,4.78815623948431,0.9695,1,res_kw_842_pu,,,,wye,1.21102967549611,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.93893035470685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv32_2,1,p1rlv32.2,0.12,4.78815623948431,0.9695,1,res_kw_842_pu,,,,wye,1.21102967549611,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.93893035470685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv33_1,1,p1rlv33.1,0.12,11.5199136457667,0.9871,1,res_kw_754_pu,,,,wye,1.86562044637439,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.6700021446379,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv33_2,1,p1rlv33.2,0.12,11.5199136457667,0.9871,1,res_kw_754_pu,,,,wye,1.86562044637439,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.6700021446379,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv34_1,1,p1rlv34.1,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv34_2,1,p1rlv34.2,0.12,3.87487157501277,0.9275,1,res_kw_517_pu,,,,wye,1.56143721753325,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.17764477991367,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv35_1,1,p1rlv35.1,0.12,8.02073600200063,0.995,1,res_kw_411_pu,,,,wye,0.807759712540305,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.06130769583894,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv35_2,1,p1rlv35.2,0.12,8.02073600200063,0.995,1,res_kw_411_pu,,,,wye,0.807759712540305,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.06130769583894,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv36_1,1,p1rlv36.1,0.12,2.62415218411825,0.9521,1,res_kw_33_pu,,,,wye,0.842930477995002,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.75621234235417,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv36_2,1,p1rlv36.2,0.12,2.62415218411825,0.9521,1,res_kw_33_pu,,,,wye,0.842930477995002,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.75621234235417,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv37_1,1,p1rlv37.1,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv37_2,1,p1rlv37.2,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv38_1,1,p1rlv38.1,0.12,5.28698792317241,0.9854,1,res_kw_75_pu,,,,wye,0.912918656895422,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.3652270943436,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv38_2,1,p1rlv38.2,0.12,5.28698792317241,0.9854,1,res_kw_75_pu,,,,wye,0.912918656895422,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.3652270943436,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv39_1,1,p1rlv39.1,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv39_2,1,p1rlv39.2,0.12,1.07594874218897,0.9087,1,res_kw_366_pu,,,,wye,0.494283017694212,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.18405295379849,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv40_1,1,p1rlv40.1,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv40_2,1,p1rlv40.2,0.12,5.43672957952679,0.9746,1,res_kw_454_pu,,,,wye,1.24884709648996,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.57831942356414,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv41_1,1,p1rlv41.1,0.12,4.05276944682577,0.9868,1,res_kw_877_pu,,,,wye,0.664609930110336,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.106902305671,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv41_2,1,p1rlv41.2,0.12,4.05276944682577,0.9868,1,res_kw_877_pu,,,,wye,0.664609930110336,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.106902305671,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv42_1,1,p1rlv42.1,0.12,2.88085891627789,0.9952,1,res_kw_1036_pu,,,,wye,0.283507394975064,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.89477538653751,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv42_2,1,p1rlv42.2,0.12,2.88085891627789,0.9952,1,res_kw_1036_pu,,,,wye,0.283507394975064,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.89477538653751,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv43_1,1,p1rlv43.1,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv43_2,1,p1rlv43.2,0.12,3.36419092077121,0.964,1,res_kw_523_pu,,,,wye,0.928426624446149,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.48995079454996,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv44_1,1,p1rlv44.1,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv44_2,1,p1rlv44.2,0.12,3.62971403926286,0.9492,1,res_kw_203_pu,,,,wye,1.2034402112399,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.82401521294713,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv45_1,1,p1rlv45.1,0.12,2.69815536378951,0.969,1,res_kw_19_pu,,,,wye,0.688331949531542,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.7845723621217,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p1rlv45_2,1,p1rlv45.2,0.12,2.69815536378951,0.969,1,res_kw_19_pu,,,,wye,0.688331949531542,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.7845723621217,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
