,phases,bus1,kV,kW,pf,model,yearly,daily,duty,growth,conn,kvar,Rneut,Xneut,status,class,Vminpu,Vmaxpu,Vminnorm,Vminemerg,xfkVA,allocationfactor,kVA,%mean,%stddev,CVRwatts,CVRvars,kwh,kwhdays,Cfactor,CVRcurve,NumCust,ZIPV,%SeriesRL,RelWeight,Vlowpu,puXharm,XRharm,spectrum,basefreq,enabled,like
Load.load_p2ulv293_2,1,p2ulv293.2,0.12,6.17192126563917,0.9989,1,com_kw_33396_pu,,,,wye,0.296216185174225,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.17902550064395,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv294,3,p2ulv294.1.2.3,0.48,178.312340283032,0.9161,1,res_kw_2385_pu,,,,wye,78.0470122478406,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,194.644873598116,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv295_1,1,p2ulv295.1,0.12,6.46325092536834,0.9867,1,com_kw_31621_pu,,,,wye,1.06677284135471,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.55069590343856,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv295_2,1,p2ulv295.2,0.12,6.46325092536834,0.9867,1,com_kw_31621_pu,,,,wye,1.06677284135471,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.55069590343856,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv296_1,1,p2ulv296.1,0.12,5.12279426874869,0.9631,1,com_kw_39311_pu,,,,wye,1.43128318563232,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.31898417720886,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv296_2,1,p2ulv296.2,0.12,5.12279426874869,0.9631,1,com_kw_39311_pu,,,,wye,1.43128318563232,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.31898417720886,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv297,3,p2ulv297.1.2.3,0.48,95.635360802872,0.9293,1,res_kw_2311_pu,,,,wye,37.9998738211119,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,102.908272973148,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv298,3,p2ulv298.1.2.3,0.48,239.808817778489,0.9751,1,res_kw_13685_pu,,,,wye,54.5773200433255,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,245.940954189066,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv299,3,p2ulv299.1.2.3,0.48,269.096339005227,0.9799,1,res_kw_10557_pu,,,,wye,54.8152797394493,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,274.622567461107,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv300,3,p2ulv300.1.2.3,0.48,154.802166627903,0.9965,1,res_kw_4185_pu,,,,wye,13.0505302978462,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,155.351302323952,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv301,3,p2ulv301.1.2.3,0.48,35.5497618066763,0.9,1,res_kw_418_pu,,,,wye,17.2203258745227,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,39.5009517320302,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv302_1,1,p2ulv302.1,0.12,10.1014622990688,0.9896,1,res_kw_3563_pu,,,,wye,1.46648896686279,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.207356683757,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv302_2,1,p2ulv302.2,0.12,10.1014622990688,0.9896,1,res_kw_3563_pu,,,,wye,1.46648896686279,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,10.207356683757,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv303,3,p2ulv303.1.2.3,0.48,59.7326799166971,0.9311,1,res_kw_9773_pu,,,,wye,23.4017701176801,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,64.1532220131719,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv304_1,1,p2ulv304.1,0.12,20.6104213162647,0.9878,1,res_kw_2857_pu,,,,wye,3.25265697719379,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,20.8655036901874,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv304_2,1,p2ulv304.2,0.12,20.6104213162647,0.9878,1,res_kw_2857_pu,,,,wye,3.25265697719379,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,20.8655036901874,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv305,3,p2ulv305.1.2.3,0.48,356.721124522934,0.9677,1,com_kw_2543_pu,,,,wye,92.9438841807421,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,368.63060953685,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv306,3,p2ulv305.1.2.3,0.48,126.441390555758,0.9241,1,res_kw_243_pu,,,,wye,52.2717244837303,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,136.820168199636,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv307,3,p2ulv307.1.2.3,0.48,22.3493237437512,0.9619,1,com_kw_41293_pu,,,,wye,6.35580400070029,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,23.2355012060923,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv308_1,1,p2ulv308.1,0.12,2.60695991666856,0.9781,1,com_kw_33605_pu,,,,wye,0.555030707747416,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.66538910736484,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv308_2,1,p2ulv308.2,0.12,2.60695991666856,0.9781,1,com_kw_33605_pu,,,,wye,0.555030707747416,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.66538910736484,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv309_1,1,p2ulv309.1,0.12,5.45527276514366,0.9879,1,com_kw_31683_pu,,,,wye,0.858025338888674,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.52233722478927,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv309_2,1,p2ulv309.2,0.12,5.45527276514366,0.9879,1,com_kw_31683_pu,,,,wye,0.858025338888674,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,5.52233722478927,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv310_1,1,p2ulv310.1,0.12,12.0688533053008,0.9994,1,res_kw_6920_pu,,,,wye,0.425533914967258,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,12.0763528938856,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv310_2,1,p2ulv310.2,0.12,12.0688533053008,0.9994,1,res_kw_6920_pu,,,,wye,0.425533914967258,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,12.0763528938856,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv311_1,1,p2ulv311.1,0.12,5.98258244644989,0.9571,1,res_kw_180_pu,,,,wye,1.81153188106158,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.25083518297138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv311_2,1,p2ulv311.2,0.12,5.98258244644989,0.9571,1,res_kw_180_pu,,,,wye,1.81153188106158,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.25083518297138,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv312_1,1,p2ulv312.1,0.12,1.99284140574824,0.9353,1,res_kw_11801_pu,,,,wye,0.753941917519157,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.13069126892121,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv312_2,1,p2ulv312.2,0.12,1.99284140574824,0.9353,1,res_kw_11801_pu,,,,wye,0.753941917519157,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.13069126892121,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv313_1,1,p2ulv312.1,0.12,3.3507878061932,0.9759,1,res_kw_5264_pu,,,,wye,0.749473230167891,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.43358253794362,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv313_2,1,p2ulv312.2,0.12,3.3507878061932,0.9759,1,res_kw_5264_pu,,,,wye,0.749473230167891,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.43358253794362,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv314_1,1,p2ulv314.1,0.12,10.8077095576951,0.9666,1,res_kw_5622_pu,,,,wye,2.86518816642323,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.1810504476326,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv314_2,1,p2ulv314.2,0.12,10.8077095576951,0.9666,1,res_kw_5622_pu,,,,wye,2.86518816642323,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,11.1810504476326,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv316,3,p2ulv316.1.2.3,0.48,120.050718831096,0.9908,1,res_kw_9622_pu,,,,wye,16.4033446053866,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,121.166186727593,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv394_1,1,p2ulv394.1,0.12,6.13579113989953,0.9934,1,com_kw_28965_pu,,,,wye,0.710811841353173,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.17682656274867,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv394_2,1,p2ulv394.2,0.12,6.13579113989953,0.9934,1,com_kw_28965_pu,,,,wye,0.710811841353173,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.17682656274867,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv395_1,1,p2ulv395.1,0.12,1.83917560161885,0.9706,1,com_kw_17204_pu,,,,wye,0.455722131666618,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.89479538601951,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv395_2,1,p2ulv395.2,0.12,1.83917560161885,0.9706,1,com_kw_17204_pu,,,,wye,0.455722131666618,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1.89479538601951,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv397_1,1,p2ulv397.1,0.12,8.39723512674255,0.9565,1,com_kw_1120_pu,,,,wye,2.56254949171718,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.77953402358571,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv397_2,1,p2ulv397.2,0.12,8.39723512674255,0.9565,1,com_kw_1120_pu,,,,wye,2.56254949171718,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,8.77953402358571,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1268_1,1,p2ulv1268.1,0.12,20.8625434217803,0.9839,1,res_kw_3160_pu,,,,wye,3.79173739351412,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,21.2043153741649,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1268_2,1,p2ulv1268.2,0.12,20.8625434217803,0.9839,1,res_kw_3160_pu,,,,wye,3.79173739351412,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,21.2043153741649,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1271,3,p2ulv1271.1.2.3,0.48,44.7027058536264,0.9742,1,com_kw_17650_pu,,,,wye,10.3459434448582,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,45.884316017568,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1274,3,p2ulv1274.1.2.3,0.48,107.659659335321,0.9841,1,res_kw_410_pu,,,,wye,19.4613764359664,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,109.404512799883,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1426,3,p2ulv1426.1.2.3,0.48,66.8501481294176,0.9807,1,com_kw_35444_pu,,,,wye,13.3140673045873,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,68.1630889346731,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1472,3,p2ulv1472.1.2.3,0.48,41.842939771207,0.9307,1,res_kw_10897_pu,,,,wye,16.4401684000736,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,44.9567652942206,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1473,3,p2ulv1473.1.2.3,0.48,290.480137331324,0.9648,1,com_kw_20999_pu,,,,wye,79.2191323576537,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,301.08865989194,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1474_1,1,p2ulv1474.1,0.12,6.46325092536834,0.9867,1,com_kw_31621_pu,,,,wye,1.06677284135471,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.55069590343856,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv1474_2,1,p2ulv1474.2,0.12,6.46325092536834,0.9867,1,com_kw_31621_pu,,,,wye,1.06677284135471,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,6.55069590343856,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2396_1,1,p2ulv2396.1,0.12,3.65450606536572,0.9429,1,res_kw_12541_pu,,,,wye,1.29044069453446,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.8756485609386,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2396_2,1,p2ulv2396.2,0.12,3.65450606536572,0.9429,1,res_kw_12541_pu,,,,wye,1.29044069453446,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.8756485609386,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2481,3,p2ulv2481.1.2.3,0.48,253.443614473263,0.9866,1,res_kw_2124_pu,,,,wye,41.9455535042387,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,256.891212726417,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2526,3,p2ulv2526.1.2.3,0.48,280.532964471057,0.96,1,res_kw_3457_pu,,,,wye,81.8375131102693,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,292.226149936984,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv2557,3,p2ulv2557.1.2.3,0.48,34.417310042598,0.9768,1,com_kw_16878_pu,,,,wye,7.54609182474251,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,35.2348511050602,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3475,3,p2ulv3475.1.2.3,0.48,42.8817690633045,0.9649,1,com_kw_17689_pu,,,,wye,11.6664488997505,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,44.4404337054564,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3521_1,1,p2ulv3521.1,0.12,3.07721560376466,1,1,com_kw_41589_pu,,,,wye,0.019845961641707,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.07727959962142,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3521_2,1,p2ulv3521.2,0.12,3.07721560376466,1,1,com_kw_41589_pu,,,,wye,0.019845961641707,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.07727959962142,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3582_1,1,p2ulv3582.1,0.12,2.03269221415892,0.9698,1,com_kw_2581_pu,,,,wye,0.510970053001234,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.09593130435288,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3582_2,1,p2ulv3582.2,0.12,2.03269221415892,0.9698,1,com_kw_2581_pu,,,,wye,0.510970053001234,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.09593130435288,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2umv27,3,p2umv27.1.2.3,12.47,1191.6272708379,0.9636,1,com_kw_1573_pu,,,,wye,330.440105082563,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1236.59460440824,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3660_1,1,p2ulv3660.1,0.12,2.91498694618147,0.981,1,com_kw_32249_pu,,,,wye,0.576758202242908,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.97149775706845,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv3660_2,1,p2ulv3660.2,0.12,2.91498694618147,0.981,1,com_kw_32249_pu,,,,wye,0.576758202242908,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.97149775706845,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2umv33,3,p2umv33.1.2.3,12.47,1105.59959138788,0.9672,1,com_kw_17254_pu,,,,wye,290.317840220851,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,1143.08132030383,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4608_1,1,p2ulv4608.1,0.12,3.25707442648649,1,1,com_kw_29275_pu,,,,wye,0.0224697470960676,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.2571519321651,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4608_2,1,p2ulv4608.2,0.12,3.25707442648649,1,1,com_kw_29275_pu,,,,wye,0.0224697470960676,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.2571519321651,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4670,3,p2ulv4670.1.2.3,0.48,48.840556166912,0.9788,1,res_kw_13627_pu,,,,wye,10.215581601607,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,49.8974752282355,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4700,3,p2ulv4700.1.2.3,0.48,90.9781470923324,0.9431,1,res_kw_9184_pu,,,,wye,32.0654226154158,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,96.4635401375012,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4726_1,1,p2ulv4726.1,0.12,2.5076046358889,0.9614,1,com_kw_34052_pu,,,,wye,0.717947778799559,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60835772527749,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4726_2,1,p2ulv4726.2,0.12,2.5076046358889,0.9614,1,com_kw_34052_pu,,,,wye,0.717947778799559,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,2.60835772527749,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4749_1,1,p2ulv4749.1,0.12,3.1911391566069,0.9622,1,com_kw_19763_pu,,,,wye,0.903504559183436,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.31657799626287,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4749_2,1,p2ulv4749.2,0.12,3.1911391566069,0.9622,1,com_kw_19763_pu,,,,wye,0.903504559183436,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.31657799626287,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4810,3,p2ulv4810.1.2.3,0.48,74.9412033732818,0.9774,1,com_kw_35484_pu,,,,wye,16.2089756980604,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,76.6740820369954,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4824_1,1,p2ulv4824.1,0.12,4.27933472907153,1,1,com_kw_33411_pu,,,,wye,0.0189221390339907,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.27937656333062,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv4824_2,1,p2ulv4824.2,0.12,4.27933472907153,1,1,com_kw_33411_pu,,,,wye,0.0189221390339907,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.27937656333062,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5675,3,p2ulv5675.1.2.3,0.48,128.884842857613,0.9692,1,res_kw_11712_pu,,,,wye,32.7342721143292,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,132.976822376257,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5740_1,1,p2ulv5740.1,0.12,4.16304233010929,0.961,1,com_kw_39975_pu,,,,wye,1.19864907080627,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.33216816816089,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5740_2,1,p2ulv5740.2,0.12,4.16304233010929,0.961,1,com_kw_39975_pu,,,,wye,1.19864907080627,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,4.33216816816089,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5789,3,p2ulv5789.1.2.3,0.48,42.0150876160439,0.9712,1,com_kw_8375_pu,,,,wye,10.3102540108057,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,43.2616334082658,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
Load.load_p2ulv5901_1,1,p2ulv5901.1,0.12,3.07721560376466,1,1,com_kw_41589_pu,,,,wye,0.019845961641707,-1,0,variable,1,0.8,1.2,0.0,0.0,0.0,0.5,3.07727959962142,50,10,1,2,0,30,4,,1,,50,1,0.5,0,6,defaultload,60,True,
